Instance,Pred_class,class,Matches,x,y,Mix,Account_Balance,Duration_of_Credit,Payment_Status_of_Previous_Credit,Credit_Amount,Value_Savings,Length_emp,Installment,Duration_current_add,Age,class_new
2022,,,,-0.064106164,-0.318466143,,,,,,,,,,,
2023,,,,-0.064106164,-0.240330509,,,,,,,,,,,
2024,,,,-0.064106164,-0.214285298,,,,,,,,,,,
2025,,,,-0.064106164,-0.058014029,,,,,,,,,,,
2026,,,,-0.064106164,-0.031968818,,,,,,,,,,,
2027,,,,-0.064106164,-0.005923607,,,,,,,,,,,
2028,,,,-0.064106164,0.020121605,,,,,,,,,,,
2029,,,,-0.064106164,0.046166816,,,,,,,,,,,
2030,,,,-0.064106164,0.072212028,,,,,,,,,,,
2031,,,,-0.064106164,0.098257239,,,,,,,,,,,
2032,,,,-0.064106164,0.12430245,,,,,,,,,,,
2033,,,,-0.064106164,0.150347662,,,,,,,,,,,
2034,,,,-0.064106164,0.176392873,,,,,,,,,,,
2035,,,,-0.064106164,0.202438085,,,,,,,,,,,
2036,,,,-0.064106164,0.228483296,,,,,,,,,,,
2037,,,,-0.064106164,0.254528507,,,,,,,,,,,
2038,,,,-0.064106164,0.280573719,,,,,,,,,,,
2039,,,,-0.064106164,0.30661893,,,,,,,,,,,
2040,,,,-0.064106164,0.332664141,,,,,,,,,,,
2041,,,,-0.064106164,0.410799776,,,,,,,,,,,
2042,,,,-0.064106164,0.697297101,,,,,,,,,,,
2043,,,,-0.064106164,0.749387523,,,,,,,,,,,
2044,,,,-0.038060952,-0.735189525,,,,,,,,,,,
2045,,,,-0.038060952,-0.709144314,,,,,,,,,,,
2046,,,,-0.038060952,-0.526827834,,,,,,,,,,,
2047,,,,-0.038060952,-0.500782623,,,,,,,,,,,
2048,,,,-0.038060952,-0.474737411,,,,,,,,,,,
2049,,,,-0.038060952,-0.344511354,,,,,,,,,,,
2050,,,,-0.038060952,-0.188240086,,,,,,,,,,,
2051,,,,-0.038060952,-0.162194875,,,,,,,,,,,
2052,,,,-0.038060952,-0.058014029,,,,,,,,,,,
2053,,,,-0.038060952,-0.031968818,,,,,,,,,,,
2054,,,,-0.038060952,-0.005923607,,,,,,,,,,,
2055,,,,-0.038060952,0.020121605,,,,,,,,,,,
2056,,,,-0.038060952,0.046166816,,,,,,,,,,,
2057,,,,-0.038060952,0.072212028,,,,,,,,,,,
2058,,,,-0.038060952,0.098257239,,,,,,,,,,,
2059,,,,-0.038060952,0.12430245,,,,,,,,,,,
2060,,,,-0.038060952,0.150347662,,,,,,,,,,,
2061,,,,-0.038060952,0.176392873,,,,,,,,,,,
2062,,,,-0.038060952,0.202438085,,,,,,,,,,,
2063,,,,-0.038060952,0.228483296,,,,,,,,,,,
2064,,,,-0.038060952,0.254528507,,,,,,,,,,,
2065,,,,-0.038060952,0.280573719,,,,,,,,,,,
2066,,,,-0.038060952,0.30661893,,,,,,,,,,,
2067,,,,-0.038060952,0.332664141,,,,,,,,,,,
2068,,,,-0.038060952,0.410799776,,,,,,,,,,,
2069,,,,-0.038060952,0.697297101,,,,,,,,,,,
2070,,,,-0.038060952,0.749387523,,,,,,,,,,,
2071,,,,-0.012015741,-0.761234737,,,,,,,,,,,
2072,,,,-0.012015741,-0.735189525,,,,,,,,,,,
2073,,,,-0.012015741,-0.709144314,,,,,,,,,,,
2074,,,,-0.012015741,-0.552873046,,,,,,,,,,,
2075,,,,-0.012015741,-0.526827834,,,,,,,,,,,
2076,,,,-0.012015741,-0.500782623,,,,,,,,,,,
2077,,,,-0.012015741,-0.474737411,,,,,,,,,,,
2078,,,,-0.012015741,-0.344511354,,,,,,,,,,,
2079,,,,-0.012015741,-0.292420932,,,,,,,,,,,
2080,,,,-0.012015741,-0.26637572,,,,,,,,,,,
2081,,,,-0.012015741,-0.240330509,,,,,,,,,,,
2082,,,,-0.012015741,-0.214285298,,,,,,,,,,,
2083,,,,-0.012015741,-0.188240086,,,,,,,,,,,
2084,,,,-0.012015741,-0.162194875,,,,,,,,,,,
2085,,,,-0.012015741,-0.136149663,,,,,,,,,,,
2086,,,,-0.012015741,-0.110104452,,,,,,,,,,,
2087,,,,-0.012015741,-0.031968818,,,,,,,,,,,
2088,,,,-0.012015741,0.046166816,,,,,,,,,,,
2089,,,,-0.012015741,0.072212028,,,,,,,,,,,
2090,,,,-0.012015741,0.098257239,,,,,,,,,,,
2091,,,,-0.012015741,0.12430245,,,,,,,,,,,
2092,,,,-0.012015741,0.150347662,,,,,,,,,,,
2093,,,,-0.012015741,0.176392873,,,,,,,,,,,
2094,,,,-0.012015741,0.202438085,,,,,,,,,,,
2095,,,,-0.012015741,0.228483296,,,,,,,,,,,
2096,,,,-0.012015741,0.254528507,,,,,,,,,,,
2097,,,,-0.012015741,0.280573719,,,,,,,,,,,
2098,,,,-0.012015741,0.30661893,,,,,,,,,,,
2099,,,,-0.012015741,0.332664141,,,,,,,,,,,
2100,,,,-0.012015741,0.358709353,,,,,,,,,,,
2101,,,,-0.012015741,0.384754564,,,,,,,,,,,
2102,,,,-0.012015741,0.410799776,,,,,,,,,,,
2103,,,,-0.012015741,0.671251889,,,,,,,,,,,
2104,,,,-0.012015741,0.749387523,,,,,,,,,,,
2105,,,,0.014029471,-0.787279948,,,,,,,,,,,
2106,,,,0.014029471,-0.761234737,,,,,,,,,,,
2107,,,,0.014029471,-0.735189525,,,,,,,,,,,
2108,,,,0.014029471,-0.709144314,,,,,,,,,,,
2109,,,,0.014029471,-0.683099102,,,,,,,,,,,
2110,,,,0.014029471,-0.552873046,,,,,,,,,,,
2111,,,,0.014029471,-0.526827834,,,,,,,,,,,
2112,,,,0.014029471,-0.396601777,,,,,,,,,,,
2113,,,,0.014029471,-0.370556566,,,,,,,,,,,
2114,,,,0.014029471,-0.214285298,,,,,,,,,,,
2115,,,,0.014029471,-0.188240086,,,,,,,,,,,
2116,,,,0.014029471,-0.162194875,,,,,,,,,,,
2117,,,,0.014029471,-0.031968818,,,,,,,,,,,
2118,,,,0.014029471,0.046166816,,,,,,,,,,,
2119,,,,0.014029471,0.072212028,,,,,,,,,,,
2120,,,,0.014029471,0.098257239,,,,,,,,,,,
2121,,,,0.014029471,0.12430245,,,,,,,,,,,
2122,,,,0.014029471,0.150347662,,,,,,,,,,,
2123,,,,0.014029471,0.176392873,,,,,,,,,,,
2124,,,,0.014029471,0.202438085,,,,,,,,,,,
2125,,,,0.014029471,0.228483296,,,,,,,,,,,
2126,,,,0.014029471,0.254528507,,,,,,,,,,,
2127,,,,0.014029471,0.280573719,,,,,,,,,,,
2128,,,,0.014029471,0.30661893,,,,,,,,,,,
2129,,,,0.014029471,0.332664141,,,,,,,,,,,
2130,,,,0.014029471,0.358709353,,,,,,,,,,,
2131,,,,0.014029471,0.384754564,,,,,,,,,,,
2132,,,,0.014029471,0.410799776,,,,,,,,,,,
2133,,,,0.014029471,0.462890198,,,,,,,,,,,
2134,,,,0.040074682,-0.735189525,,,,,,,,,,,
2135,,,,0.040074682,-0.709144314,,,,,,,,,,,
2136,,,,0.040074682,-0.683099102,,,,,,,,,,,
2137,,,,0.040074682,-0.63100868,,,,,,,,,,,
2138,,,,0.040074682,-0.552873046,,,,,,,,,,,
2139,,,,0.040074682,-0.526827834,,,,,,,,,,,
2140,,,,0.040074682,-0.396601777,,,,,,,,,,,
2141,,,,0.040074682,-0.370556566,,,,,,,,,,,
2142,,,,0.040074682,-0.136149663,,,,,,,,,,,
2143,,,,0.040074682,-0.058014029,,,,,,,,,,,
2144,,,,0.040074682,-0.031968818,,,,,,,,,,,
2145,,,,0.040074682,-0.005923607,,,,,,,,,,,
2146,,,,0.040074682,0.020121605,,,,,,,,,,,
2147,,,,0.040074682,0.046166816,,,,,,,,,,,
2148,,,,0.040074682,0.072212028,,,,,,,,,,,
2149,,,,0.040074682,0.098257239,,,,,,,,,,,
2150,,,,0.040074682,0.12430245,,,,,,,,,,,
2151,,,,0.040074682,0.150347662,,,,,,,,,,,
2152,,,,0.040074682,0.176392873,,,,,,,,,,,
2153,,,,0.040074682,0.202438085,,,,,,,,,,,
2154,,,,0.040074682,0.228483296,,,,,,,,,,,
2155,,,,0.040074682,0.254528507,,,,,,,,,,,
2156,,,,0.040074682,0.280573719,,,,,,,,,,,
2157,,,,0.040074682,0.30661893,,,,,,,,,,,
2158,,,,0.040074682,0.332664141,,,,,,,,,,,
2159,,,,0.040074682,0.358709353,,,,,,,,,,,
2160,,,,0.040074682,0.384754564,,,,,,,,,,,
2161,,,,0.040074682,0.462890198,,,,,,,,,,,
2162,,,,0.040074682,0.48893541,,,,,,,,,,,
2163,,,,0.040074682,0.514980621,,,,,,,,,,,
2164,,,,0.040074682,0.723342312,,,,,,,,,,,
2165,,,,0.066119893,-0.735189525,,,,,,,,,,,
2166,,,,0.066119893,-0.709144314,,,,,,,,,,,
2167,,,,0.066119893,-0.683099102,,,,,,,,,,,
2168,,,,0.066119893,-0.604963468,,,,,,,,,,,
2169,,,,0.066119893,-0.578918257,,,,,,,,,,,
2170,,,,0.066119893,-0.422646989,,,,,,,,,,,
2171,,,,0.066119893,-0.396601777,,,,,,,,,,,
2172,,,,0.066119893,-0.136149663,,,,,,,,,,,
2173,,,,0.066119893,-0.110104452,,,,,,,,,,,
2174,,,,0.066119893,-0.058014029,,,,,,,,,,,
2175,,,,0.066119893,-0.031968818,,,,,,,,,,,
2176,,,,0.066119893,-0.005923607,,,,,,,,,,,
2177,,,,0.066119893,0.020121605,,,,,,,,,,,
2178,,,,0.066119893,0.046166816,,,,,,,,,,,
2179,,,,0.066119893,0.12430245,,,,,,,,,,,
2180,,,,0.066119893,0.150347662,,,,,,,,,,,
2181,,,,0.066119893,0.176392873,,,,,,,,,,,
2182,,,,0.066119893,0.202438085,,,,,,,,,,,
2183,,,,0.066119893,0.228483296,,,,,,,,,,,
2184,,,,0.066119893,0.254528507,,,,,,,,,,,
2185,,,,0.066119893,0.280573719,,,,,,,,,,,
2186,,,,0.066119893,0.30661893,,,,,,,,,,,
2187,,,,0.066119893,0.332664141,,,,,,,,,,,
2188,,,,0.066119893,0.358709353,,,,,,,,,,,
2189,,,,0.066119893,0.384754564,,,,,,,,,,,
2190,,,,0.066119893,0.462890198,,,,,,,,,,,
2191,,,,0.066119893,0.48893541,,,,,,,,,,,
2192,,,,0.066119893,0.514980621,,,,,,,,,,,
2193,,,,0.066119893,0.541025832,,,,,,,,,,,
2194,,,,0.066119893,0.619161467,,,,,,,,,,,
2195,,,,0.066119893,0.749387523,,,,,,,,,,,
2196,,,,0.092165105,-0.761234737,,,,,,,,,,,
2197,,,,0.092165105,-0.735189525,,,,,,,,,,,
2198,,,,0.092165105,-0.709144314,,,,,,,,,,,
2199,,,,0.092165105,-0.683099102,,,,,,,,,,,
2200,,,,0.092165105,-0.526827834,,,,,,,,,,,
2201,,,,0.092165105,-0.344511354,,,,,,,,,,,
2202,,,,0.092165105,-0.318466143,,,,,,,,,,,
2203,,,,0.092165105,-0.110104452,,,,,,,,,,,
2204,,,,0.092165105,-0.084059241,,,,,,,,,,,
2205,,,,0.092165105,-0.058014029,,,,,,,,,,,
2206,,,,0.092165105,-0.031968818,,,,,,,,,,,
2207,,,,0.092165105,-0.005923607,,,,,,,,,,,
2208,,,,0.092165105,0.046166816,,,,,,,,,,,
2209,,,,0.092165105,0.12430245,,,,,,,,,,,
2210,,,,0.092165105,0.150347662,,,,,,,,,,,
2211,,,,0.092165105,0.176392873,,,,,,,,,,,
2212,,,,0.092165105,0.202438085,,,,,,,,,,,
2213,,,,0.092165105,0.228483296,,,,,,,,,,,
2214,,,,0.092165105,0.254528507,,,,,,,,,,,
2215,,,,0.092165105,0.280573719,,,,,,,,,,,
2216,,,,0.092165105,0.30661893,,,,,,,,,,,
2217,,,,0.092165105,0.332664141,,,,,,,,,,,
2218,,,,0.092165105,0.358709353,,,,,,,,,,,
2219,,,,0.092165105,0.384754564,,,,,,,,,,,
2220,,,,0.092165105,0.410799776,,,,,,,,,,,
2221,,,,0.092165105,0.436844987,,,,,,,,,,,
2222,,,,0.092165105,0.541025832,,,,,,,,,,,
2223,,,,0.092165105,0.567071044,,,,,,,,,,,
2224,,,,0.092165105,0.593116255,,,,,,,,,,,
2225,,,,0.092165105,0.619161467,,,,,,,,,,,
2226,,,,0.092165105,0.723342312,,,,,,,,,,,
2227,,,,0.118210316,-0.787279948,,,,,,,,,,,
2228,,,,0.118210316,-0.761234737,,,,,,,,,,,
2229,,,,0.118210316,-0.735189525,,,,,,,,,,,
2230,,,,0.118210316,-0.709144314,,,,,,,,,,,
2231,,,,0.118210316,-0.683099102,,,,,,,,,,,
2232,,,,0.118210316,-0.657053891,,,,,,,,,,,
2233,,,,0.118210316,-0.552873046,,,,,,,,,,,
2234,,,,0.118210316,-0.214285298,,,,,,,,,,,
2235,,,,0.118210316,-0.162194875,,,,,,,,,,,
2236,,,,0.118210316,-0.058014029,,,,,,,,,,,
2237,,,,0.118210316,-0.031968818,,,,,,,,,,,
2238,,,,0.118210316,-0.005923607,,,,,,,,,,,
2239,,,,0.118210316,0.098257239,,,,,,,,,,,
2240,,,,0.118210316,0.12430245,,,,,,,,,,,
2241,,,,0.118210316,0.150347662,,,,,,,,,,,
2242,,,,0.118210316,0.176392873,,,,,,,,,,,
2243,,,,0.118210316,0.202438085,,,,,,,,,,,
2244,,,,0.118210316,0.228483296,,,,,,,,,,,
2245,,,,0.118210316,0.254528507,,,,,,,,,,,
2246,,,,0.118210316,0.280573719,,,,,,,,,,,
2247,,,,0.118210316,0.30661893,,,,,,,,,,,
2248,,,,0.118210316,0.332664141,,,,,,,,,,,
2249,,,,0.118210316,0.358709353,,,,,,,,,,,
2250,,,,0.118210316,0.384754564,,,,,,,,,,,
2251,,,,0.118210316,0.410799776,,,,,,,,,,,
2252,,,,0.118210316,0.436844987,,,,,,,,,,,
2253,,,,0.118210316,0.541025832,,,,,,,,,,,
2254,,,,0.118210316,0.619161467,,,,,,,,,,,
2255,,,,0.118210316,0.723342312,,,,,,,,,,,
2256,,,,0.144255527,-0.787279948,,,,,,,,,,,
2257,,,,0.144255527,-0.761234737,,,,,,,,,,,
2258,,,,0.144255527,-0.735189525,,,,,,,,,,,
2259,,,,0.144255527,-0.709144314,,,,,,,,,,,
2260,,,,0.144255527,-0.683099102,,,,,,,,,,,
2261,,,,0.144255527,-0.63100868,,,,,,,,,,,
2262,,,,0.144255527,-0.578918257,,,,,,,,,,,
2263,,,,0.144255527,-0.552873046,,,,,,,,,,,
2264,,,,0.144255527,-0.370556566,,,,,,,,,,,
2265,,,,0.144255527,-0.214285298,,,,,,,,,,,
2266,,,,0.144255527,-0.058014029,,,,,,,,,,,
2267,,,,0.144255527,-0.031968818,,,,,,,,,,,
2268,,,,0.144255527,-0.005923607,,,,,,,,,,,
2269,,,,0.144255527,0.098257239,,,,,,,,,,,
2270,,,,0.144255527,0.12430245,,,,,,,,,,,
2271,,,,0.144255527,0.150347662,,,,,,,,,,,
2272,,,,0.144255527,0.176392873,,,,,,,,,,,
2273,,,,0.144255527,0.202438085,,,,,,,,,,,
2274,,,,0.144255527,0.228483296,,,,,,,,,,,
2275,,,,0.144255527,0.254528507,,,,,,,,,,,
2276,,,,0.144255527,0.280573719,,,,,,,,,,,
2277,,,,0.144255527,0.30661893,,,,,,,,,,,
2278,,,,0.144255527,0.332664141,,,,,,,,,,,
2279,,,,0.144255527,0.358709353,,,,,,,,,,,
2280,,,,0.144255527,0.384754564,,,,,,,,,,,
2281,,,,0.144255527,0.410799776,,,,,,,,,,,
2282,,,,0.144255527,0.436844987,,,,,,,,,,,
2283,,,,0.144255527,0.462890198,,,,,,,,,,,
2284,,,,0.144255527,0.48893541,,,,,,,,,,,
2285,,,,0.144255527,0.514980621,,,,,,,,,,,
2286,,,,0.144255527,0.541025832,,,,,,,,,,,
2287,,,,0.144255527,0.567071044,,,,,,,,,,,
2288,,,,0.144255527,0.645206678,,,,,,,,,,,
2289,,,,0.144255527,0.671251889,,,,,,,,,,,
2290,,,,0.144255527,0.749387523,,,,,,,,,,,
2291,,,,0.170300739,-0.787279948,,,,,,,,,,,
2292,,,,0.170300739,-0.761234737,,,,,,,,,,,
2293,,,,0.170300739,-0.735189525,,,,,,,,,,,
2294,,,,0.170300739,-0.709144314,,,,,,,,,,,
2295,,,,0.170300739,-0.683099102,,,,,,,,,,,
2296,,,,0.170300739,-0.604963468,,,,,,,,,,,
2297,,,,0.170300739,-0.578918257,,,,,,,,,,,
2298,,,,0.170300739,-0.552873046,,,,,,,,,,,
2299,,,,0.170300739,-0.370556566,,,,,,,,,,,
2300,,,,0.170300739,-0.344511354,,,,,,,,,,,
2301,,,,0.170300739,-0.318466143,,,,,,,,,,,
2302,,,,0.170300739,-0.084059241,,,,,,,,,,,
2303,,,,0.170300739,-0.058014029,,,,,,,,,,,
2304,,,,0.170300739,-0.031968818,,,,,,,,,,,
2305,,,,0.170300739,-0.005923607,,,,,,,,,,,
2306,,,,0.170300739,0.098257239,,,,,,,,,,,
2307,,,,0.170300739,0.12430245,,,,,,,,,,,
2308,,,,0.170300739,0.150347662,,,,,,,,,,,
2309,,,,0.170300739,0.176392873,,,,,,,,,,,
2310,,,,0.170300739,0.202438085,,,,,,,,,,,
2311,,,,0.170300739,0.228483296,,,,,,,,,,,
2312,,,,0.170300739,0.254528507,,,,,,,,,,,
2313,,,,0.170300739,0.280573719,,,,,,,,,,,
2314,,,,0.170300739,0.30661893,,,,,,,,,,,
2315,,,,0.170300739,0.332664141,,,,,,,,,,,
2316,,,,0.170300739,0.358709353,,,,,,,,,,,
2317,,,,0.170300739,0.384754564,,,,,,,,,,,
2318,,,,0.170300739,0.410799776,,,,,,,,,,,
2319,,,,0.170300739,0.436844987,,,,,,,,,,,
2320,,,,0.170300739,0.514980621,,,,,,,,,,,
2321,,,,0.170300739,0.541025832,,,,,,,,,,,
2322,,,,0.170300739,0.645206678,,,,,,,,,,,
2323,,,,0.19634595,-0.787279948,,,,,,,,,,,
2324,,,,0.19634595,-0.761234737,,,,,,,,,,,
2325,,,,0.19634595,-0.735189525,,,,,,,,,,,
2326,,,,0.19634595,-0.709144314,,,,,,,,,,,
2327,,,,0.19634595,-0.683099102,,,,,,,,,,,
2328,,,,0.19634595,-0.657053891,,,,,,,,,,,
2329,,,,0.19634595,-0.604963468,,,,,,,,,,,
2330,,,,0.19634595,-0.578918257,,,,,,,,,,,
2331,,,,0.19634595,-0.552873046,,,,,,,,,,,
2332,,,,0.19634595,-0.526827834,,,,,,,,,,,
2333,,,,0.19634595,-0.370556566,,,,,,,,,,,
2334,,,,0.19634595,-0.084059241,,,,,,,,,,,
2335,,,,0.19634595,-0.058014029,,,,,,,,,,,
2336,,,,0.19634595,-0.031968818,,,,,,,,,,,
2337,,,,0.19634595,-0.005923607,,,,,,,,,,,
2338,,,,0.19634595,0.020121605,,,,,,,,,,,
2339,,,,0.19634595,0.046166816,,,,,,,,,,,
2340,,,,0.19634595,0.072212028,,,,,,,,,,,
2341,,,,0.19634595,0.098257239,,,,,,,,,,,
2342,,,,0.19634595,0.12430245,,,,,,,,,,,
2343,,,,0.19634595,0.150347662,,,,,,,,,,,
2344,,,,0.19634595,0.176392873,,,,,,,,,,,
2345,,,,0.19634595,0.202438085,,,,,,,,,,,
2346,,,,0.19634595,0.228483296,,,,,,,,,,,
2347,,,,0.19634595,0.254528507,,,,,,,,,,,
2348,,,,0.19634595,0.280573719,,,,,,,,,,,
2349,,,,0.19634595,0.30661893,,,,,,,,,,,
2350,,,,0.19634595,0.332664141,,,,,,,,,,,
2351,,,,0.19634595,0.358709353,,,,,,,,,,,
2352,,,,0.19634595,0.384754564,,,,,,,,,,,
2353,,,,0.19634595,0.410799776,,,,,,,,,,,
2354,,,,0.19634595,0.436844987,,,,,,,,,,,
2355,,,,0.19634595,0.48893541,,,,,,,,,,,
2356,,,,0.19634595,0.514980621,,,,,,,,,,,
2357,,,,0.19634595,0.619161467,,,,,,,,,,,
2358,,,,0.19634595,0.645206678,,,,,,,,,,,
2359,,,,0.19634595,0.697297101,,,,,,,,,,,
2360,,,,0.222391162,-0.787279948,,,,,,,,,,,
2361,,,,0.222391162,-0.761234737,,,,,,,,,,,
2362,,,,0.222391162,-0.735189525,,,,,,,,,,,
2363,,,,0.222391162,-0.709144314,,,,,,,,,,,
2364,,,,0.222391162,-0.683099102,,,,,,,,,,,
2365,,,,0.222391162,-0.657053891,,,,,,,,,,,
2366,,,,0.222391162,-0.63100868,,,,,,,,,,,
2367,,,,0.222391162,-0.578918257,,,,,,,,,,,
2368,,,,0.222391162,-0.526827834,,,,,,,,,,,
2369,,,,0.222391162,-0.370556566,,,,,,,,,,,
2370,,,,0.222391162,-0.214285298,,,,,,,,,,,
2371,,,,0.222391162,-0.084059241,,,,,,,,,,,
2372,,,,0.222391162,-0.058014029,,,,,,,,,,,
2373,,,,0.222391162,0.020121605,,,,,,,,,,,
2374,,,,0.222391162,0.046166816,,,,,,,,,,,
2375,,,,0.222391162,0.098257239,,,,,,,,,,,
2376,,,,0.222391162,0.12430245,,,,,,,,,,,
2377,,,,0.222391162,0.150347662,,,,,,,,,,,
2378,,,,0.222391162,0.176392873,,,,,,,,,,,
2379,,,,0.222391162,0.202438085,,,,,,,,,,,
2380,,,,0.222391162,0.228483296,,,,,,,,,,,
2381,,,,0.222391162,0.254528507,,,,,,,,,,,
2382,,,,0.222391162,0.280573719,,,,,,,,,,,
2383,,,,0.222391162,0.30661893,,,,,,,,,,,
2384,,,,0.222391162,0.332664141,,,,,,,,,,,
2385,,,,0.222391162,0.358709353,,,,,,,,,,,
2386,,,,0.222391162,0.384754564,,,,,,,,,,,
2387,,,,0.222391162,0.410799776,,,,,,,,,,,
2388,,,,0.222391162,0.436844987,,,,,,,,,,,
2389,,,,0.222391162,0.462890198,,,,,,,,,,,
2390,,,,0.222391162,0.48893541,,,,,,,,,,,
2391,,,,0.222391162,0.593116255,,,,,,,,,,,
2392,,,,0.222391162,0.619161467,,,,,,,,,,,
2393,,,,0.222391162,0.697297101,,,,,,,,,,,
2394,,,,0.222391162,0.723342312,,,,,,,,,,,
2395,,,,0.222391162,0.749387523,,,,,,,,,,,
2396,,,,0.248436373,-0.787279948,,,,,,,,,,,
2397,,,,0.248436373,-0.761234737,,,,,,,,,,,
2398,,,,0.248436373,-0.735189525,,,,,,,,,,,
2399,,,,0.248436373,-0.578918257,,,,,,,,,,,
2400,,,,0.248436373,-0.370556566,,,,,,,,,,,
2401,,,,0.248436373,-0.292420932,,,,,,,,,,,
2402,,,,0.248436373,-0.240330509,,,,,,,,,,,
2403,,,,0.248436373,-0.214285298,,,,,,,,,,,
2404,,,,0.248436373,-0.058014029,,,,,,,,,,,
2405,,,,0.248436373,0.020121605,,,,,,,,,,,
2406,,,,0.248436373,0.098257239,,,,,,,,,,,
2407,,,,0.248436373,0.12430245,,,,,,,,,,,
2408,,,,0.248436373,0.150347662,,,,,,,,,,,
2409,,,,0.248436373,0.176392873,,,,,,,,,,,
2410,,,,0.248436373,0.202438085,,,,,,,,,,,
2411,,,,0.248436373,0.228483296,,,,,,,,,,,
2412,,,,0.248436373,0.254528507,,,,,,,,,,,
2413,,,,0.248436373,0.280573719,,,,,,,,,,,
2414,,,,0.248436373,0.30661893,,,,,,,,,,,
2415,,,,0.248436373,0.332664141,,,,,,,,,,,
2416,,,,0.248436373,0.358709353,,,,,,,,,,,
2417,,,,0.248436373,0.384754564,,,,,,,,,,,
2418,,,,0.248436373,0.410799776,,,,,,,,,,,
2419,,,,0.248436373,0.436844987,,,,,,,,,,,
2420,,,,0.248436373,0.462890198,,,,,,,,,,,
2421,,,,0.248436373,0.48893541,,,,,,,,,,,
2422,,,,0.248436373,0.697297101,,,,,,,,,,,
2423,,,,0.248436373,0.723342312,,,,,,,,,,,
2424,,,,0.248436373,0.749387523,,,,,,,,,,,
2425,,,,0.274481584,-0.787279948,,,,,,,,,,,
2426,,,,0.274481584,-0.761234737,,,,,,,,,,,
2427,,,,0.274481584,-0.735189525,,,,,,,,,,,
2428,,,,0.274481584,-0.657053891,,,,,,,,,,,
2429,,,,0.274481584,-0.63100868,,,,,,,,,,,
2430,,,,0.274481584,-0.604963468,,,,,,,,,,,
2431,,,,0.274481584,-0.578918257,,,,,,,,,,,
2432,,,,0.274481584,-0.318466143,,,,,,,,,,,
2433,,,,0.274481584,-0.292420932,,,,,,,,,,,
2434,,,,0.274481584,-0.26637572,,,,,,,,,,,
2435,,,,0.274481584,-0.136149663,,,,,,,,,,,
2436,,,,0.274481584,-0.031968818,,,,,,,,,,,
2437,,,,0.274481584,0.046166816,,,,,,,,,,,
2438,,,,0.274481584,0.12430245,,,,,,,,,,,
2439,,,,0.274481584,0.150347662,,,,,,,,,,,
2440,,,,0.274481584,0.176392873,,,,,,,,,,,
2441,,,,0.274481584,0.202438085,,,,,,,,,,,
2442,,,,0.274481584,0.228483296,,,,,,,,,,,
2443,,,,0.274481584,0.254528507,,,,,,,,,,,
2444,,,,0.274481584,0.280573719,,,,,,,,,,,
2445,,,,0.274481584,0.30661893,,,,,,,,,,,
2446,,,,0.274481584,0.332664141,,,,,,,,,,,
2447,,,,0.274481584,0.358709353,,,,,,,,,,,
2448,,,,0.274481584,0.384754564,,,,,,,,,,,
2449,,,,0.274481584,0.410799776,,,,,,,,,,,
2450,,,,0.274481584,0.436844987,,,,,,,,,,,
2451,,,,0.274481584,0.462890198,,,,,,,,,,,
2452,,,,0.274481584,0.723342312,,,,,,,,,,,
2453,,,,0.274481584,0.749387523,,,,,,,,,,,
2454,,,,0.300526796,-0.787279948,,,,,,,,,,,
2455,,,,0.300526796,-0.761234737,,,,,,,,,,,
2456,,,,0.300526796,-0.735189525,,,,,,,,,,,
2457,,,,0.300526796,-0.709144314,,,,,,,,,,,
2458,,,,0.300526796,-0.63100868,,,,,,,,,,,
2459,,,,0.300526796,-0.604963468,,,,,,,,,,,
2460,,,,0.300526796,-0.578918257,,,,,,,,,,,
2461,,,,0.300526796,-0.4486922,,,,,,,,,,,
2462,,,,0.300526796,-0.422646989,,,,,,,,,,,
2463,,,,0.300526796,-0.344511354,,,,,,,,,,,
2464,,,,0.300526796,-0.26637572,,,,,,,,,,,
2465,,,,0.300526796,-0.136149663,,,,,,,,,,,
2466,,,,0.300526796,-0.110104452,,,,,,,,,,,
2467,,,,0.300526796,0.020121605,,,,,,,,,,,
2468,,,,0.300526796,0.046166816,,,,,,,,,,,
2469,,,,0.300526796,0.072212028,,,,,,,,,,,
2470,,,,0.300526796,0.098257239,,,,,,,,,,,
2471,,,,0.300526796,0.12430245,,,,,,,,,,,
2472,,,,0.300526796,0.150347662,,,,,,,,,,,
2473,,,,0.300526796,0.176392873,,,,,,,,,,,
2474,,,,0.300526796,0.202438085,,,,,,,,,,,
2475,,,,0.300526796,0.228483296,,,,,,,,,,,
2476,,,,0.300526796,0.254528507,,,,,,,,,,,
2477,,,,0.300526796,0.280573719,,,,,,,,,,,
2478,,,,0.300526796,0.30661893,,,,,,,,,,,
2479,,,,0.300526796,0.332664141,,,,,,,,,,,
2480,,,,0.300526796,0.358709353,,,,,,,,,,,
2481,,,,0.300526796,0.384754564,,,,,,,,,,,
2482,,,,0.300526796,0.410799776,,,,,,,,,,,
2483,,,,0.300526796,0.619161467,,,,,,,,,,,
2484,,,,0.300526796,0.645206678,,,,,,,,,,,
2485,,,,0.300526796,0.723342312,,,,,,,,,,,
2486,,,,0.300526796,0.749387523,,,,,,,,,,,
2487,,,,0.326572007,-0.787279948,,,,,,,,,,,
2488,,,,0.326572007,-0.761234737,,,,,,,,,,,
2489,,,,0.326572007,-0.683099102,,,,,,,,,,,
2490,,,,0.326572007,-0.63100868,,,,,,,,,,,
