x,y,class_pred,class_orig,Matches,Instance,Mixnew,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
0.192712133,0.771498465,dummy,dummy,,3816,,,,,,,,,,,,
0.21413777,-0.664019241,dummy,dummy,,3817,,,,,,,,,,,,
0.21413777,-0.642593604,dummy,dummy,,3818,,,,,,,,,,,,
0.21413777,-0.556891054,dummy,dummy,,3819,,,,,,,,,,,,
0.21413777,-0.535465417,dummy,dummy,,3820,,,,,,,,,,,,
0.21413777,-0.514039779,dummy,dummy,,3821,,,,,,,,,,,,
0.21413777,-0.492614142,dummy,dummy,,3822,,,,,,,,,,,,
0.21413777,-0.471188505,dummy,dummy,,3823,,,,,,,,,,,,
0.21413777,-0.42833723,dummy,dummy,,3824,,,,,,,,,,,,
0.21413777,-0.364060318,dummy,dummy,,3825,,,,,,,,,,,,
0.21413777,-0.34263468,dummy,dummy,,3826,,,,,,,,,,,,
0.21413777,-0.278357768,dummy,dummy,,3827,,,,,,,,,,,,
0.21413777,-0.256932131,dummy,dummy,,3828,,,,,,,,,,,,
0.21413777,-0.235506493,dummy,dummy,,3829,,,,,,,,,,,,
0.21413777,-0.214080856,dummy,dummy,,3830,,,,,,,,,,,,
0.21413777,-0.192655218,dummy,dummy,,3831,,,,,,,,,,,,
0.21413777,-0.171229581,dummy,dummy,,3832,,,,,,,,,,,,
0.21413777,-0.149803944,dummy,dummy,,3833,,,,,,,,,,,,
0.21413777,-0.128378306,dummy,dummy,,3834,,,,,,,,,,,,
0.21413777,-0.064101394,dummy,dummy,,3835,,,,,,,,,,,,
0.21413777,-0.042675757,dummy,dummy,,3836,,,,,,,,,,,,
0.21413777,0.043026793,dummy,dummy,,3837,,,,,,,,,,,,
0.21413777,0.06445243,dummy,dummy,,3838,,,,,,,,,,,,
0.21413777,0.085878068,dummy,dummy,,3839,,,,,,,,,,,,
0.21413777,0.257283167,dummy,dummy,,3840,,,,,,,,,,,,
0.21413777,0.278708805,dummy,dummy,,3841,,,,,,,,,,,,
0.21413777,0.300134442,dummy,dummy,,3842,,,,,,,,,,,,
0.21413777,0.321560079,dummy,dummy,,3843,,,,,,,,,,,,
0.21413777,0.342985717,dummy,dummy,,3844,,,,,,,,,,,,
0.21413777,0.364411354,dummy,dummy,,3845,,,,,,,,,,,,
0.21413777,0.385836992,dummy,dummy,,3846,,,,,,,,,,,,
0.21413777,0.407262629,dummy,dummy,,3847,,,,,,,,,,,,
0.21413777,0.428688266,dummy,dummy,,3848,,,,,,,,,,,,
0.21413777,0.450113904,dummy,dummy,,3849,,,,,,,,,,,,
0.21413777,0.471539541,dummy,dummy,,3850,,,,,,,,,,,,
0.21413777,0.492965179,dummy,dummy,,3851,,,,,,,,,,,,
0.21413777,0.514390816,dummy,dummy,,3852,,,,,,,,,,,,
0.21413777,0.535816453,dummy,dummy,,3853,,,,,,,,,,,,
0.21413777,0.557242091,dummy,dummy,,3854,,,,,,,,,,,,
0.21413777,0.621519003,dummy,dummy,,3855,,,,,,,,,,,,
0.235563408,-0.771147428,dummy,dummy,,3856,,,,,,,,,,,,
0.235563408,-0.556891054,dummy,dummy,,3857,,,,,,,,,,,,
0.235563408,-0.535465417,dummy,dummy,,3858,,,,,,,,,,,,
0.235563408,-0.514039779,dummy,dummy,,3859,,,,,,,,,,,,
0.235563408,-0.471188505,dummy,dummy,,3860,,,,,,,,,,,,
0.235563408,-0.449762867,dummy,dummy,,3861,,,,,,,,,,,,
0.235563408,-0.42833723,dummy,dummy,,3862,,,,,,,,,,,,
0.235563408,-0.34263468,dummy,dummy,,3863,,,,,,,,,,,,
0.235563408,-0.278357768,dummy,dummy,,3864,,,,,,,,,,,,
0.235563408,-0.256932131,dummy,dummy,,3865,,,,,,,,,,,,
0.235563408,-0.235506493,dummy,dummy,,3866,,,,,,,,,,,,
0.235563408,-0.214080856,dummy,dummy,,3867,,,,,,,,,,,,
0.235563408,-0.192655218,dummy,dummy,,3868,,,,,,,,,,,,
0.235563408,-0.171229581,dummy,dummy,,3869,,,,,,,,,,,,
0.235563408,-0.149803944,dummy,dummy,,3870,,,,,,,,,,,,
0.235563408,-0.128378306,dummy,dummy,,3871,,,,,,,,,,,,
0.235563408,-0.064101394,dummy,dummy,,3872,,,,,,,,,,,,
0.235563408,-0.042675757,dummy,dummy,,3873,,,,,,,,,,,,
0.235563408,0.257283167,dummy,dummy,,3874,,,,,,,,,,,,
0.235563408,0.321560079,dummy,dummy,,3875,,,,,,,,,,,,
0.235563408,0.342985717,dummy,dummy,,3876,,,,,,,,,,,,
0.235563408,0.364411354,dummy,dummy,,3877,,,,,,,,,,,,
0.235563408,0.428688266,dummy,dummy,,3878,,,,,,,,,,,,
0.235563408,0.450113904,dummy,dummy,,3879,,,,,,,,,,,,
0.235563408,0.471539541,dummy,dummy,,3880,,,,,,,,,,,,
0.235563408,0.492965179,dummy,dummy,,3881,,,,,,,,,,,,
0.235563408,0.514390816,dummy,dummy,,3882,,,,,,,,,,,,
0.235563408,0.535816453,dummy,dummy,,3883,,,,,,,,,,,,
0.235563408,0.557242091,dummy,dummy,,3884,,,,,,,,,,,,
0.235563408,0.578667728,dummy,dummy,,3885,,,,,,,,,,,,
0.235563408,0.771498465,dummy,dummy,,3886,,,,,,,,,,,,
0.256989045,-0.771147428,dummy,dummy,,3887,,,,,,,,,,,,
0.256989045,-0.664019241,dummy,dummy,,3888,,,,,,,,,,,,
0.256989045,-0.642593604,dummy,dummy,,3889,,,,,,,,,,,,
0.256989045,-0.514039779,dummy,dummy,,3890,,,,,,,,,,,,
0.256989045,-0.449762867,dummy,dummy,,3891,,,,,,,,,,,,
0.256989045,-0.42833723,dummy,dummy,,3892,,,,,,,,,,,,
0.256989045,-0.406911592,dummy,dummy,,3893,,,,,,,,,,,,
0.256989045,-0.385485955,dummy,dummy,,3894,,,,,,,,,,,,
0.256989045,-0.34263468,dummy,dummy,,3895,,,,,,,,,,,,
0.256989045,-0.235506493,dummy,dummy,,3896,,,,,,,,,,,,
0.256989045,-0.214080856,dummy,dummy,,3897,,,,,,,,,,,,
0.256989045,-0.171229581,dummy,dummy,,3898,,,,,,,,,,,,
0.256989045,-0.149803944,dummy,dummy,,3899,,,,,,,,,,,,
0.256989045,-0.128378306,dummy,dummy,,3900,,,,,,,,,,,,
0.256989045,-0.106952669,dummy,dummy,,3901,,,,,,,,,,,,
0.256989045,-0.085527031,dummy,dummy,,3902,,,,,,,,,,,,
0.256989045,-0.064101394,dummy,dummy,,3903,,,,,,,,,,,,
0.256989045,-0.042675757,dummy,dummy,,3904,,,,,,,,,,,,
0.256989045,-0.021250119,dummy,dummy,,3905,,,,,,,,,,,,
0.256989045,0.000175518,dummy,dummy,,3906,,,,,,,,,,,,
0.256989045,0.043026793,dummy,dummy,,3907,,,,,,,,,,,,
0.256989045,0.128729343,dummy,dummy,,3908,,,,,,,,,,,,
0.256989045,0.15015498,dummy,dummy,,3909,,,,,,,,,,,,
0.256989045,0.171580618,dummy,dummy,,3910,,,,,,,,,,,,
0.256989045,0.193006255,dummy,dummy,,3911,,,,,,,,,,,,
0.256989045,0.214431892,dummy,dummy,,3912,,,,,,,,,,,,
0.256989045,0.321560079,dummy,dummy,,3913,,,,,,,,,,,,
0.256989045,0.342985717,dummy,dummy,,3914,,,,,,,,,,,,
0.256989045,0.364411354,dummy,dummy,,3915,,,,,,,,,,,,
0.256989045,0.385836992,dummy,dummy,,3916,,,,,,,,,,,,
0.256989045,0.428688266,dummy,dummy,,3917,,,,,,,,,,,,
0.256989045,0.450113904,dummy,dummy,,3918,,,,,,,,,,,,
0.256989045,0.471539541,dummy,dummy,,3919,,,,,,,,,,,,
0.256989045,0.492965179,dummy,dummy,,3920,,,,,,,,,,,,
0.256989045,0.514390816,dummy,dummy,,3921,,,,,,,,,,,,
0.256989045,0.535816453,dummy,dummy,,3922,,,,,,,,,,,,
0.256989045,0.557242091,dummy,dummy,,3923,,,,,,,,,,,,
0.256989045,0.578667728,dummy,dummy,,3924,,,,,,,,,,,,
0.256989045,0.600093366,dummy,dummy,,3925,,,,,,,,,,,,
0.256989045,0.707221553,dummy,dummy,,3926,,,,,,,,,,,,
0.256989045,0.72864719,dummy,dummy,,3927,,,,,,,,,,,,
0.256989045,0.750072827,dummy,dummy,,3928,,,,,,,,,,,,
0.256989045,0.771498465,dummy,dummy,,3929,,,,,,,,,,,,
0.278414682,-0.771147428,dummy,dummy,,3930,,,,,,,,,,,,
0.278414682,-0.749721791,dummy,dummy,,3931,,,,,,,,,,,,
0.278414682,-0.664019241,dummy,dummy,,3932,,,,,,,,,,,,
0.278414682,-0.642593604,dummy,dummy,,3933,,,,,,,,,,,,
0.278414682,-0.556891054,dummy,dummy,,3934,,,,,,,,,,,,
0.278414682,-0.514039779,dummy,dummy,,3935,,,,,,,,,,,,
0.278414682,-0.492614142,dummy,dummy,,3936,,,,,,,,,,,,
0.278414682,-0.471188505,dummy,dummy,,3937,,,,,,,,,,,,
0.278414682,-0.449762867,dummy,dummy,,3938,,,,,,,,,,,,
0.278414682,-0.42833723,dummy,dummy,,3939,,,,,,,,,,,,
0.278414682,-0.406911592,dummy,dummy,,3940,,,,,,,,,,,,
0.278414682,-0.385485955,dummy,dummy,,3941,,,,,,,,,,,,
0.278414682,-0.364060318,dummy,dummy,,3942,,,,,,,,,,,,
0.278414682,-0.34263468,dummy,dummy,,3943,,,,,,,,,,,,
0.278414682,-0.321209043,dummy,dummy,,3944,,,,,,,,,,,,
0.278414682,-0.299783405,dummy,dummy,,3945,,,,,,,,,,,,
0.278414682,-0.235506493,dummy,dummy,,3946,,,,,,,,,,,,
0.278414682,-0.214080856,dummy,dummy,,3947,,,,,,,,,,,,
0.278414682,-0.106952669,dummy,dummy,,3948,,,,,,,,,,,,
0.278414682,-0.085527031,dummy,dummy,,3949,,,,,,,,,,,,
0.278414682,-0.064101394,dummy,dummy,,3950,,,,,,,,,,,,
0.278414682,-0.021250119,dummy,dummy,,3951,,,,,,,,,,,,
0.278414682,0.000175518,dummy,dummy,,3952,,,,,,,,,,,,
0.278414682,0.021601156,dummy,dummy,,3953,,,,,,,,,,,,
0.278414682,0.043026793,dummy,dummy,,3954,,,,,,,,,,,,
0.278414682,0.06445243,dummy,dummy,,3955,,,,,,,,,,,,
0.278414682,0.128729343,dummy,dummy,,3956,,,,,,,,,,,,
0.278414682,0.214431892,dummy,dummy,,3957,,,,,,,,,,,,
0.278414682,0.23585753,dummy,dummy,,3958,,,,,,,,,,,,
0.278414682,0.300134442,dummy,dummy,,3959,,,,,,,,,,,,
0.278414682,0.321560079,dummy,dummy,,3960,,,,,,,,,,,,
0.278414682,0.342985717,dummy,dummy,,3961,,,,,,,,,,,,
0.278414682,0.364411354,dummy,dummy,,3962,,,,,,,,,,,,
0.278414682,0.385836992,dummy,dummy,,3963,,,,,,,,,,,,
0.278414682,0.428688266,dummy,dummy,,3964,,,,,,,,,,,,
0.278414682,0.471539541,dummy,dummy,,3965,,,,,,,,,,,,
0.278414682,0.492965179,dummy,dummy,,3966,,,,,,,,,,,,
0.278414682,0.514390816,dummy,dummy,,3967,,,,,,,,,,,,
0.278414682,0.535816453,dummy,dummy,,3968,,,,,,,,,,,,
0.278414682,0.621519003,dummy,dummy,,3969,,,,,,,,,,,,
0.278414682,0.707221553,dummy,dummy,,3970,,,,,,,,,,,,
0.278414682,0.72864719,dummy,dummy,,3971,,,,,,,,,,,,
0.278414682,0.750072827,dummy,dummy,,3972,,,,,,,,,,,,
0.278414682,0.771498465,dummy,dummy,,3973,,,,,,,,,,,,
0.29984032,-0.771147428,dummy,dummy,,3974,,,,,,,,,,,,
0.29984032,-0.664019241,dummy,dummy,,3975,,,,,,,,,,,,
0.29984032,-0.535465417,dummy,dummy,,3976,,,,,,,,,,,,
0.29984032,-0.514039779,dummy,dummy,,3977,,,,,,,,,,,,
0.29984032,-0.492614142,dummy,dummy,,3978,,,,,,,,,,,,
0.29984032,-0.471188505,dummy,dummy,,3979,,,,,,,,,,,,
0.29984032,-0.42833723,dummy,dummy,,3980,,,,,,,,,,,,
0.29984032,-0.406911592,dummy,dummy,,3981,,,,,,,,,,,,
0.29984032,-0.321209043,dummy,dummy,,3982,,,,,,,,,,,,
0.29984032,-0.299783405,dummy,dummy,,3983,,,,,,,,,,,,
0.29984032,-0.256932131,dummy,dummy,,3984,,,,,,,,,,,,
0.29984032,-0.235506493,dummy,dummy,,3985,,,,,,,,,,,,
0.29984032,-0.192655218,dummy,dummy,,3986,,,,,,,,,,,,
0.29984032,-0.171229581,dummy,dummy,,3987,,,,,,,,,,,,
0.29984032,-0.085527031,dummy,dummy,,3988,,,,,,,,,,,,
0.29984032,0.000175518,dummy,dummy,,3989,,,,,,,,,,,,
0.29984032,0.06445243,dummy,dummy,,3990,,,,,,,,,,,,
0.29984032,0.085878068,dummy,dummy,,3991,,,,,,,,,,,,
0.29984032,0.214431892,dummy,dummy,,3992,,,,,,,,,,,,
0.29984032,0.23585753,dummy,dummy,,3993,,,,,,,,,,,,
0.29984032,0.257283167,dummy,dummy,,3994,,,,,,,,,,,,
0.29984032,0.278708805,dummy,dummy,,3995,,,,,,,,,,,,
0.29984032,0.300134442,dummy,dummy,,3996,,,,,,,,,,,,
0.29984032,0.321560079,dummy,dummy,,3997,,,,,,,,,,,,
0.29984032,0.342985717,dummy,dummy,,3998,,,,,,,,,,,,
0.29984032,0.385836992,dummy,dummy,,3999,,,,,,,,,,,,
0.29984032,0.471539541,dummy,dummy,,4000,,,,,,,,,,,,
0.29984032,0.492965179,dummy,dummy,,4001,,,,,,,,,,,,
0.29984032,0.514390816,dummy,dummy,,4002,,,,,,,,,,,,
0.29984032,0.750072827,dummy,dummy,,4003,,,,,,,,,,,,
0.29984032,0.771498465,dummy,dummy,,4004,,,,,,,,,,,,
0.321265957,-0.771147428,dummy,dummy,,4005,,,,,,,,,,,,
0.321265957,-0.749721791,dummy,dummy,,4006,,,,,,,,,,,,
0.321265957,-0.664019241,dummy,dummy,,4007,,,,,,,,,,,,
0.321265957,-0.642593604,dummy,dummy,,4008,,,,,,,,,,,,
0.321265957,-0.535465417,dummy,dummy,,4009,,,,,,,,,,,,
0.321265957,-0.514039779,dummy,dummy,,4010,,,,,,,,,,,,
0.321265957,-0.492614142,dummy,dummy,,4011,,,,,,,,,,,,
0.321265957,-0.471188505,dummy,dummy,,4012,,,,,,,,,,,,
0.321265957,-0.278357768,dummy,dummy,,4013,,,,,,,,,,,,
0.321265957,-0.256932131,dummy,dummy,,4014,,,,,,,,,,,,
0.321265957,-0.235506493,dummy,dummy,,4015,,,,,,,,,,,,
0.321265957,-0.149803944,dummy,dummy,,4016,,,,,,,,,,,,
0.321265957,-0.128378306,dummy,dummy,,4017,,,,,,,,,,,,
0.321265957,-0.064101394,dummy,dummy,,4018,,,,,,,,,,,,
0.321265957,0.085878068,dummy,dummy,,4019,,,,,,,,,,,,
0.321265957,0.23585753,dummy,dummy,,4020,,,,,,,,,,,,
0.321265957,0.257283167,dummy,dummy,,4021,,,,,,,,,,,,
0.321265957,0.278708805,dummy,dummy,,4022,,,,,,,,,,,,
0.321265957,0.342985717,dummy,dummy,,4023,,,,,,,,,,,,
0.321265957,0.385836992,dummy,dummy,,4024,,,,,,,,,,,,
0.321265957,0.407262629,dummy,dummy,,4025,,,,,,,,,,,,
0.321265957,0.428688266,dummy,dummy,,4026,,,,,,,,,,,,
0.321265957,0.450113904,dummy,dummy,,4027,,,,,,,,,,,,
0.321265957,0.471539541,dummy,dummy,,4028,,,,,,,,,,,,
0.321265957,0.492965179,dummy,dummy,,4029,,,,,,,,,,,,
0.321265957,0.64294464,dummy,dummy,,4030,,,,,,,,,,,,
0.321265957,0.707221553,dummy,dummy,,4031,,,,,,,,,,,,
0.321265957,0.72864719,dummy,dummy,,4032,,,,,,,,,,,,
0.321265957,0.750072827,dummy,dummy,,4033,,,,,,,,,,,,
0.321265957,0.771498465,dummy,dummy,,4034,,,,,,,,,,,,
0.342691595,-0.771147428,dummy,dummy,,4035,,,,,,,,,,,,
0.342691595,-0.749721791,dummy,dummy,,4036,,,,,,,,,,,,
0.342691595,-0.728296154,dummy,dummy,,4037,,,,,,,,,,,,
0.342691595,-0.514039779,dummy,dummy,,4038,,,,,,,,,,,,
0.342691595,-0.492614142,dummy,dummy,,4039,,,,,,,,,,,,
0.342691595,-0.471188505,dummy,dummy,,4040,,,,,,,,,,,,
0.342691595,-0.449762867,dummy,dummy,,4041,,,,,,,,,,,,
0.342691595,-0.385485955,dummy,dummy,,4042,,,,,,,,,,,,
0.342691595,-0.364060318,dummy,dummy,,4043,,,,,,,,,,,,
0.342691595,-0.34263468,dummy,dummy,,4044,,,,,,,,,,,,
0.342691595,-0.299783405,dummy,dummy,,4045,,,,,,,,,,,,
0.342691595,-0.235506493,dummy,dummy,,4046,,,,,,,,,,,,
0.342691595,-0.214080856,dummy,dummy,,4047,,,,,,,,,,,,
0.342691595,-0.192655218,dummy,dummy,,4048,,,,,,,,,,,,
0.342691595,-0.149803944,dummy,dummy,,4049,,,,,,,,,,,,
0.342691595,-0.128378306,dummy,dummy,,4050,,,,,,,,,,,,
0.342691595,-0.106952669,dummy,dummy,,4051,,,,,,,,,,,,
0.342691595,-0.085527031,dummy,dummy,,4052,,,,,,,,,,,,
0.342691595,0.000175518,dummy,dummy,,4053,,,,,,,,,,,,
0.342691595,0.021601156,dummy,dummy,,4054,,,,,,,,,,,,
0.342691595,0.043026793,dummy,dummy,,4055,,,,,,,,,,,,
0.342691595,0.06445243,dummy,dummy,,4056,,,,,,,,,,,,
0.342691595,0.085878068,dummy,dummy,,4057,,,,,,,,,,,,
0.342691595,0.107303705,dummy,dummy,,4058,,,,,,,,,,,,
0.342691595,0.278708805,dummy,dummy,,4059,,,,,,,,,,,,
0.342691595,0.428688266,dummy,dummy,,4060,,,,,,,,,,,,
0.342691595,0.450113904,dummy,dummy,,4061,,,,,,,,,,,,
0.342691595,0.471539541,dummy,dummy,,4062,,,,,,,,,,,,
0.342691595,0.492965179,dummy,dummy,,4063,,,,,,,,,,,,
0.342691595,0.514390816,dummy,dummy,,4064,,,,,,,,,,,,
0.342691595,0.557242091,dummy,dummy,,4065,,,,,,,,,,,,
0.342691595,0.621519003,dummy,dummy,,4066,,,,,,,,,,,,
0.342691595,0.64294464,dummy,dummy,,4067,,,,,,,,,,,,
0.342691595,0.707221553,dummy,dummy,,4068,,,,,,,,,,,,
0.342691595,0.72864719,dummy,dummy,,4069,,,,,,,,,,,,
0.342691595,0.750072827,dummy,dummy,,4070,,,,,,,,,,,,
0.342691595,0.771498465,dummy,dummy,,4071,,,,,,,,,,,,
0.364117232,-0.771147428,dummy,dummy,,4072,,,,,,,,,,,,
0.364117232,-0.749721791,dummy,dummy,,4073,,,,,,,,,,,,
0.364117232,-0.728296154,dummy,dummy,,4074,,,,,,,,,,,,
0.364117232,-0.706870516,dummy,dummy,,4075,,,,,,,,,,,,
0.364117232,-0.685444879,dummy,dummy,,4076,,,,,,,,,,,,
0.364117232,-0.621167967,dummy,dummy,,4077,,,,,,,,,,,,
0.364117232,-0.492614142,dummy,dummy,,4078,,,,,,,,,,,,
0.364117232,-0.471188505,dummy,dummy,,4079,,,,,,,,,,,,
0.364117232,-0.449762867,dummy,dummy,,4080,,,,,,,,,,,,
0.364117232,-0.364060318,dummy,dummy,,4081,,,,,,,,,,,,
0.364117232,-0.34263468,dummy,dummy,,4082,,,,,,,,,,,,
0.364117232,-0.321209043,dummy,dummy,,4083,,,,,,,,,,,,
0.364117232,-0.299783405,dummy,dummy,,4084,,,,,,,,,,,,
0.364117232,-0.214080856,dummy,dummy,,4085,,,,,,,,,,,,
0.364117232,-0.171229581,dummy,dummy,,4086,,,,,,,,,,,,
0.364117232,-0.149803944,dummy,dummy,,4087,,,,,,,,,,,,
0.364117232,-0.128378306,dummy,dummy,,4088,,,,,,,,,,,,
0.364117232,-0.106952669,dummy,dummy,,4089,,,,,,,,,,,,
0.364117232,0.043026793,dummy,dummy,,4090,,,,,,,,,,,,
0.364117232,0.06445243,dummy,dummy,,4091,,,,,,,,,,,,
0.364117232,0.085878068,dummy,dummy,,4092,,,,,,,,,,,,
0.364117232,0.107303705,dummy,dummy,,4093,,,,,,,,,,,,
0.364117232,0.128729343,dummy,dummy,,4094,,,,,,,,,,,,
0.364117232,0.15015498,dummy,dummy,,4095,,,,,,,,,,,,
0.364117232,0.278708805,dummy,dummy,,4096,,,,,,,,,,,,
0.364117232,0.407262629,dummy,dummy,,4097,,,,,,,,,,,,
0.364117232,0.428688266,dummy,dummy,,4098,,,,,,,,,,,,
0.364117232,0.492965179,dummy,dummy,,4099,,,,,,,,,,,,
0.364117232,0.514390816,dummy,dummy,,4100,,,,,,,,,,,,
0.364117232,0.535816453,dummy,dummy,,4101,,,,,,,,,,,,
0.364117232,0.557242091,dummy,dummy,,4102,,,,,,,,,,,,
0.364117232,0.578667728,dummy,dummy,,4103,,,,,,,,,,,,
0.364117232,0.707221553,dummy,dummy,,4104,,,,,,,,,,,,
0.364117232,0.72864719,dummy,dummy,,4105,,,,,,,,,,,,
0.364117232,0.750072827,dummy,dummy,,4106,,,,,,,,,,,,
0.364117232,0.771498465,dummy,dummy,,4107,,,,,,,,,,,,
0.38554287,-0.771147428,dummy,dummy,,4108,,,,,,,,,,,,
0.38554287,-0.749721791,dummy,dummy,,4109,,,,,,,,,,,,
0.38554287,-0.728296154,dummy,dummy,,4110,,,,,,,,,,,,
0.38554287,-0.706870516,dummy,dummy,,4111,,,,,,,,,,,,
0.38554287,-0.685444879,dummy,dummy,,4112,,,,,,,,,,,,
0.38554287,-0.664019241,dummy,dummy,,4113,,,,,,,,,,,,
0.38554287,-0.621167967,dummy,dummy,,4114,,,,,,,,,,,,
0.38554287,-0.599742329,dummy,dummy,,4115,,,,,,,,,,,,
0.38554287,-0.514039779,dummy,dummy,,4116,,,,,,,,,,,,
0.38554287,-0.492614142,dummy,dummy,,4117,,,,,,,,,,,,
0.38554287,-0.364060318,dummy,dummy,,4118,,,,,,,,,,,,
0.38554287,-0.34263468,dummy,dummy,,4119,,,,,,,,,,,,
0.38554287,-0.321209043,dummy,dummy,,4120,,,,,,,,,,,,
0.38554287,-0.299783405,dummy,dummy,,4121,,,,,,,,,,,,
0.38554287,-0.214080856,dummy,dummy,,4122,,,,,,,,,,,,
0.38554287,-0.171229581,dummy,dummy,,4123,,,,,,,,,,,,
0.38554287,-0.042675757,dummy,dummy,,4124,,,,,,,,,,,,
0.38554287,0.128729343,dummy,dummy,,4125,,,,,,,,,,,,
0.38554287,0.15015498,dummy,dummy,,4126,,,,,,,,,,,,
0.38554287,0.171580618,dummy,dummy,,4127,,,,,,,,,,,,
0.38554287,0.193006255,dummy,dummy,,4128,,,,,,,,,,,,
0.38554287,0.257283167,dummy,dummy,,4129,,,,,,,,,,,,
0.38554287,0.278708805,dummy,dummy,,4130,,,,,,,,,,,,
0.38554287,0.300134442,dummy,dummy,,4131,,,,,,,,,,,,
0.38554287,0.321560079,dummy,dummy,,4132,,,,,,,,,,,,
0.38554287,0.342985717,dummy,dummy,,4133,,,,,,,,,,,,
0.38554287,0.450113904,dummy,dummy,,4134,,,,,,,,,,,,
0.38554287,0.492965179,dummy,dummy,,4135,,,,,,,,,,,,
0.38554287,0.514390816,dummy,dummy,,4136,,,,,,,,,,,,
0.38554287,0.535816453,dummy,dummy,,4137,,,,,,,,,,,,
0.38554287,0.578667728,dummy,dummy,,4138,,,,,,,,,,,,
0.38554287,0.707221553,dummy,dummy,,4139,,,,,,,,,,,,
0.38554287,0.72864719,dummy,dummy,,4140,,,,,,,,,,,,
0.38554287,0.750072827,dummy,dummy,,4141,,,,,,,,,,,,
0.38554287,0.771498465,dummy,dummy,,4142,,,,,,,,,,,,
0.406968507,-0.771147428,dummy,dummy,,4143,,,,,,,,,,,,
0.406968507,-0.749721791,dummy,dummy,,4144,,,,,,,,,,,,
0.406968507,-0.728296154,dummy,dummy,,4145,,,,,,,,,,,,
0.406968507,-0.706870516,dummy,dummy,,4146,,,,,,,,,,,,
0.406968507,-0.685444879,dummy,dummy,,4147,,,,,,,,,,,,
0.406968507,-0.664019241,dummy,dummy,,4148,,,,,,,,,,,,
0.406968507,-0.599742329,dummy,dummy,,4149,,,,,,,,,,,,
0.406968507,-0.514039779,dummy,dummy,,4150,,,,,,,,,,,,
0.406968507,-0.492614142,dummy,dummy,,4151,,,,,,,,,,,,
0.406968507,-0.471188505,dummy,dummy,,4152,,,,,,,,,,,,
0.406968507,-0.385485955,dummy,dummy,,4153,,,,,,,,,,,,
0.406968507,-0.364060318,dummy,dummy,,4154,,,,,,,,,,,,
0.406968507,-0.34263468,dummy,dummy,,4155,,,,,,,,,,,,
0.406968507,-0.321209043,dummy,dummy,,4156,,,,,,,,,,,,
0.406968507,-0.299783405,dummy,dummy,,4157,,,,,,,,,,,,
0.406968507,-0.171229581,dummy,dummy,,4158,,,,,,,,,,,,
0.406968507,-0.106952669,dummy,dummy,,4159,,,,,,,,,,,,
0.406968507,-0.064101394,dummy,dummy,,4160,,,,,,,,,,,,
0.406968507,0.021601156,dummy,dummy,,4161,,,,,,,,,,,,
0.406968507,0.043026793,dummy,dummy,,4162,,,,,,,,,,,,
0.406968507,0.107303705,dummy,dummy,,4163,,,,,,,,,,,,
0.406968507,0.128729343,dummy,dummy,,4164,,,,,,,,,,,,
0.406968507,0.15015498,dummy,dummy,,4165,,,,,,,,,,,,
0.406968507,0.171580618,dummy,dummy,,4166,,,,,,,,,,,,
0.406968507,0.193006255,dummy,dummy,,4167,,,,,,,,,,,,
0.406968507,0.214431892,dummy,dummy,,4168,,,,,,,,,,,,
0.406968507,0.23585753,dummy,dummy,,4169,,,,,,,,,,,,
0.406968507,0.385836992,dummy,dummy,,4170,,,,,,,,,,,,
0.406968507,0.450113904,dummy,dummy,,4171,,,,,,,,,,,,
0.406968507,0.471539541,dummy,dummy,,4172,,,,,,,,,,,,
0.406968507,0.492965179,dummy,dummy,,4173,,,,,,,,,,,,
0.406968507,0.685795915,dummy,dummy,,4174,,,,,,,,,,,,
0.406968507,0.707221553,dummy,dummy,,4175,,,,,,,,,,,,
0.406968507,0.72864719,dummy,dummy,,4176,,,,,,,,,,,,
0.406968507,0.750072827,dummy,dummy,,4177,,,,,,,,,,,,
0.406968507,0.771498465,dummy,dummy,,4178,,,,,,,,,,,,
0.428394144,-0.771147428,dummy,dummy,,4179,,,,,,,,,,,,
0.428394144,-0.749721791,dummy,dummy,,4180,,,,,,,,,,,,
0.428394144,-0.728296154,dummy,dummy,,4181,,,,,,,,,,,,
0.428394144,-0.706870516,dummy,dummy,,4182,,,,,,,,,,,,
0.428394144,-0.685444879,dummy,dummy,,4183,,,,,,,,,,,,
0.428394144,-0.492614142,dummy,dummy,,4184,,,,,,,,,,,,
0.428394144,-0.471188505,dummy,dummy,,4185,,,,,,,,,,,,
0.428394144,-0.406911592,dummy,dummy,,4186,,,,,,,,,,,,
0.428394144,-0.385485955,dummy,dummy,,4187,,,,,,,,,,,,
0.428394144,-0.364060318,dummy,dummy,,4188,,,,,,,,,,,,
0.428394144,-0.34263468,dummy,dummy,,4189,,,,,,,,,,,,
0.428394144,-0.171229581,dummy,dummy,,4190,,,,,,,,,,,,
0.428394144,-0.106952669,dummy,dummy,,4191,,,,,,,,,,,,
0.428394144,-0.064101394,dummy,dummy,,4192,,,,,,,,,,,,
0.428394144,0.06445243,dummy,dummy,,4193,,,,,,,,,,,,
0.428394144,0.128729343,dummy,dummy,,4194,,,,,,,,,,,,
0.428394144,0.15015498,dummy,dummy,,4195,,,,,,,,,,,,
